id,name,icon,description,image,vocation_id,prerequisites,xp_cost,free_advances,stat_minimums,stat_maximums,enabled
knight,Knight,⚔️,An armored warrior of noble birth.,classes/Class_Overview_knight.png,,squire;hedgeknight;soldier;warrior;noble,2000,paladin;castellan;marshal,"{""influence"":2,""fighting"":5,""endurance"":3}","{""stealth"":2,""deception"":3,""survival"":4,""athletics"":7,""knowledge"":4,""persuasion"":5,""endurance"":6,""entertaining"":3,""fighting"":8,""animal_handling"":6,""crafting"":4,""influence"":5,""wisdom"":4,""healing"":3,""agility"":6,""thievery"":2,""will"":5,""marksmanship"":4,""intelligence"":3,""awareness"":5}",TRUE
lawyer,Lawyer,⚖️,A practitioner of law and advocacy.,classes/Class_Overview_lawyer.png,,scholar;academic;priest;nun,1500,advisor;censor,"{""persuasion"":3,""influence"":2,""knowledge"":3}","{""persuasion"":8,""endurance"":2,""awareness"":5,""deception"":5,""influence"":6,""thievery"":2,""knowledge"":8,""intelligence"":7,""agility"":2,""will"":5,""survival"":2,""crafting"":3,""healing"":2,""animal_handling"":2,""athletics"":2,""entertaining"":3,""stealth"":2,""wisdom"":6,""marksmanship"":2,""fighting"":2}",TRUE
mage,Mage,🧙,A wielder of arcane magical powers.,classes/Class_Overview_mage.png,,hedgemage;student;witch,2000,wizard;sorcerer;enchanter,"{""intelligence"":4,""will"":3,""knowledge"":2}","{""influence"":4,""stealth"":3,""agility"":3,""awareness"":6,""deception"":4,""will"":7,""animal_handling"":4,""persuasion"":4,""endurance"":3,""thievery"":2,""athletics"":3,""entertaining"":4,""crafting"":5,""survival"":3,""marksmanship"":2,""wisdom"":7,""fighting"":2,""knowledge"":8,""healing"":5,""intelligence"":8}",TRUE
marshal,Marshal,⭐,A high-ranking military officer.,classes/Class_Overview_marshal.png,,knight;sheriff,4000,royal,"{""influence"":4,""fighting"":5,""knowledge"":3}","{""influence"":7,""knowledge"":5,""animal_handling"":5,""marksmanship"":5,""stealth"":3,""intelligence"":4,""crafting"":4,""will"":5,""healing"":3,""wisdom"":4,""athletics"":6,""persuasion"":6,""deception"":4,""awareness"":6,""thievery"":2,""agility"":5,""entertaining"":3,""fighting"":7,""endurance"":6,""survival"":4}",TRUE
mercenary,Mercenary,💰,A soldier for hire.,classes/Class_Overview_mercenary.png,,soldier;warrior;watchman,1000,warrior;bountyhunter;swornsword,"{""fighting"":4,""athletics"":2}","{""thievery"":3,""fighting"":7,""crafting"":3,""agility"":7,""healing"":3,""athletics"":7,""marksmanship"":6,""animal_handling"":4,""knowledge"":2,""deception"":5,""stealth"":3,""intelligence"":2,""awareness"":5,""influence"":3,""entertaining"":2,""survival"":4,""wisdom"":2,""persuasion"":4,""will"":3,""endurance"":6}",TRUE
merchant,Merchant,💵,A trader of goods and commodities.,classes/Class_Overview_merchant.png,,pedlar;villager;begger,750,burgher;pedlar,"{""awareness"":2,""persuasion"":3}","{""stealth"":2,""athletics"":4,""marksmanship"":2,""healing"":2,""survival"":3,""persuasion"":7,""intelligence"":5,""crafting"":5,""fighting"":2,""influence"":6,""endurance"":4,""agility"":3,""entertaining"":3,""will"":3,""wisdom"":4,""deception"":5,""animal_handling"":3,""thievery"":2,""awareness"":5,""knowledge"":5}",TRUE
messenger,Messenger,📬,A carrier of letters and news.,classes/Class_Overview_messenger.png,,,400,herald;spy,"{""awareness"":2,""athletics"":2}","{""persuasion"":3,""fighting"":3,""intelligence"":2,""entertaining"":2,""wisdom"":2,""marksmanship"":3,""endurance"":5,""athletics"":5,""agility"":6,""animal_handling"":4,""knowledge"":2,""thievery"":2,""deception"":3,""survival"":4,""crafting"":3,""influence"":3,""stealth"":3,""awareness"":5,""will"":2,""healing"":2}",TRUE
miner,Miner,⛏️,A digger of ore and precious metals.,classes/Class_Overview_miner.png,,,500,smith;craftsman,"{""endurance"":3,""athletics"":2}","{""survival"":4,""persuasion"":2,""wisdom"":2,""thievery"":2,""knowledge"":3,""deception"":2,""marksmanship"":3,""will"":3,""healing"":2,""awareness"":4,""stealth"":2,""agility"":4,""endurance"":8,""athletics"":8,""fighting"":5,""influence"":2,""entertaining"":2,""crafting"":6,""intelligence"":3,""animal_handling"":3}",TRUE
monk,Monk,🙏,A religious ascetic devoted to contemplation.,classes/Class_Overview_monk.png,,,1000,priest;healer,"{""endurance"":2,""will"":3}","{""healing"":5,""athletics"":5,""endurance"":5,""stealth"":3,""marksmanship"":2,""entertaining"":3,""deception"":3,""thievery"":2,""will"":7,""agility"":5,""awareness"":5,""animal_handling"":3,""persuasion"":4,""crafting"":4,""wisdom"":7,""fighting"":5,""intelligence"":5,""knowledge"":6,""influence"":4,""survival"":5}",TRUE
necromancer,Necromancer,💀,A mage who commands the dead.,classes/Class_Overview_necromancer.png,,mage,3000,shadowmage,"{""will"":6,""knowledge"":4,""intelligence"":5}","{""crafting"":4,""wisdom"":6,""awareness"":5,""entertaining"":3,""influence"":3,""fighting"":2,""intelligence"":7,""endurance"":3,""athletics"":2,""healing"":3,""survival"":3,""deception"":5,""will"":8,""persuasion"":3,""knowledge"":7,""agility"":2,""animal_handling"":3,""marksmanship"":2,""stealth"":3,""thievery"":2}",TRUE
noble,Noble,👑,A person of high birth and privilege.,classes/Class_Overview_noble.png,,,3000,royal;castellan,"{""persuasion"":3,""influence"":4}","{""influence"":8,""endurance"":3,""entertaining"":5,""survival"":2,""thievery"":2,""animal_handling"":4,""will"":5,""crafting"":3,""athletics"":3,""healing"":2,""awareness"":5,""knowledge"":6,""intelligence"":5,""agility"":3,""persuasion"":8,""deception"":5,""fighting"":3,""wisdom"":5,""stealth"":2,""marksmanship"":2}",TRUE
nun,Nun,🙏,A woman devoted to religious life.,classes/Class_Overview_nun.png,,cleric,1000,healer;priest,"{""will"":3,""healing"":2}","{""influence"":5,""awareness"":5,""healing"":6,""crafting"":4,""fighting"":2,""deception"":3,""thievery"":2,""animal_handling"":3,""will"":7,""agility"":3,""wisdom"":7,""endurance"":4,""survival"":3,""stealth"":2,""athletics"":3,""intelligence"":5,""marksmanship"":2,""entertaining"":3,""knowledge"":6,""persuasion"":5}",TRUE
outlaw,Outlaw,🏴,A criminal outside the protection of law.,classes/Class_Overview_outlaw.png,,,600,bandit;highwayman,"{""stealth"":3,""fighting"":3}","{""stealth"":6,""agility"":6,""fighting"":6,""marksmanship"":6,""knowledge"":2,""influence"":4,""survival"":6,""wisdom"":3,""athletics"":6,""will"":3,""intelligence"":2,""animal_handling"":5,""healing"":3,""persuasion"":5,""thievery"":5,""deception"":6,""crafting"":3,""entertaining"":3,""awareness"":6,""endurance"":6}",TRUE
paladin,Paladin,⚔️,A holy warrior devoted to justice.,classes/Class_Overview_paladin.png,,knight;priest;nun,3000,marshal;royalguard,"{""healing"":2,""will"":4,""fighting"":6}","{""endurance"":7,""animal_handling"":5,""athletics"":6,""fighting"":8,""crafting"":4,""thievery"":2,""wisdom"":6,""intelligence"":4,""awareness"":5,""marksmanship"":4,""stealth"":2,""entertaining"":3,""will"":7,""knowledge"":5,""influence"":5,""survival"":4,""persuasion"":5,""healing"":5,""agility"":6,""deception"":3}",TRUE
peasant,Peasant,🧑‍🌾,A common agricultural laborer.,classes/Class_Overview_peasant.png,,,0,farmer;villager;servant,{},"{""healing"":3,""animal_handling"":5,""survival"":5,""marksmanship"":3,""athletics"":5,""thievery"":2,""will"":2,""endurance"":6,""deception"":2,""influence"":2,""knowledge"":2,""entertaining"":2,""fighting"":4,""crafting"":4,""intelligence"":2,""agility"":4,""awareness"":4,""persuasion"":2,""wisdom"":3,""stealth"":2}",TRUE
pedlar,Pedlar,🛒,A traveling seller of small goods.,classes/Class_Overview_pedlar.png,,,500,smuggler;fence,"{""persuasion"":2,""athletics"":2}","{""endurance"":5,""knowledge"":4,""animal_handling"":4,""wisdom"":3,""influence"":5,""stealth"":3,""athletics"":5,""persuasion"":6,""intelligence"":4,""awareness"":5,""deception"":5,""thievery"":3,""agility"":4,""entertaining"":3,""marksmanship"":2,""healing"":2,""survival"":4,""will"":2,""crafting"":4,""fighting"":2}",TRUE
physician,Physician,⚕️,A learned doctor of medicine.,classes/Class_Overview_physician.png,,healer;scholar,1500,alchemist;sage,"{""healing"":4,""intelligence"":4,""knowledge"":3}","{""knowledge"":7,""wisdom"":6,""influence"":5,""endurance"":4,""survival"":4,""fighting"":2,""marksmanship"":2,""thievery"":2,""crafting"":5,""animal_handling"":4,""healing"":8,""entertaining"":3,""will"":5,""intelligence"":7,""agility"":3,""persuasion"":5,""athletics"":4,""stealth"":2,""deception"":3,""awareness"":6}",TRUE
pirate,Pirate,🏴‍☠️,A sea-faring raider and plunderer.,classes/Class_Overview_pirate.png,,,1500,raider;smuggler,"{""survival"":2,""athletics"":3,""fighting"":3}","{""knowledge"":2,""agility"":7,""fighting"":6,""stealth"":4,""animal_handling"":4,""crafting"":4,""thievery"":5,""endurance"":7,""intelligence"":2,""awareness"":5,""deception"":5,""influence"":4,""healing"":3,""persuasion"":4,""wisdom"":3,""marksmanship"":5,""will"":3,""entertaining"":5,""athletics"":8,""survival"":6}",TRUE
pitfighter,Pitfighter,🏟️,A combatant in arena battles.,classes/Class_Overview_pitfighter.png,,warrior;soldier;bandit;slave,1000,mercenary;barbarian,"{""fighting"":4,""athletics"":3}","{""knowledge"":2,""healing"":3,""endurance"":8,""deception"":4,""thievery"":2,""agility"":8,""persuasion"":4,""marksmanship"":4,""fighting"":8,""intelligence"":2,""survival"":4,""influence"":3,""athletics"":8,""entertaining"":4,""stealth"":3,""awareness"":5,""will"":4,""animal_handling"":4,""crafting"":3,""wisdom"":3}",TRUE
priest,Priest,⛪,A religious leader and spiritual guide.,classes/Class_Overview_priest.png,,cleric,1500,zealot;paladin,"{""healing"":3,""will"":4,""influence"":2}","{""influence"":7,""knowledge"":7,""endurance"":5,""intelligence"":5,""deception"":3,""survival"":4,""wisdom"":8,""stealth"":2,""athletics"":4,""crafting"":4,""healing"":7,""entertaining"":4,""awareness"":5,""marksmanship"":2,""will"":7,""persuasion"":7,""fighting"":3,""agility"":4,""thievery"":2,""animal_handling"":4}",TRUE
raider,Raider,⚔️,A warrior who attacks and plunders.,classes/Class_Overview_raider.png,,barbarian;tribesman;warrior,1000,pirate;bandit,"{""fighting"":4,""survival"":2}","{""stealth"":4,""will"":4,""crafting"":3,""endurance"":7,""agility"":7,""intelligence"":2,""marksmanship"":6,""deception"":5,""wisdom"":3,""influence"":4,""athletics"":7,""thievery"":4,""entertaining"":3,""healing"":3,""persuasion"":4,""animal_handling"":5,""awareness"":5,""knowledge"":2,""fighting"":7,""survival"":5}",TRUE
ranger,Ranger,🏹,A wilderness expert and scout.,classes/Class_Overview_ranger.png,,hunter;soldier;adventurer;warrior,1500,scout;warden,"{""awareness"":3,""marksmanship"":4,""survival"":4}","{""athletics"":7,""fighting"":5,""knowledge"":4,""agility"":7,""awareness"":8,""entertaining"":2,""healing"":4,""animal_handling"":6,""crafting"":4,""stealth"":7,""persuasion"":2,""will"":4,""survival"":8,""intelligence"":3,""endurance"":6,""thievery"":3,""wisdom"":4,""deception"":3,""influence"":2,""marksmanship"":7}",TRUE
rogue,Rogue,🗡️,A cunning trickster and thief.,classes/Class_Overview_rogue.png,,,1500,assassin;spy,"{""thievery"":3,""deception"":2,""stealth"":4}","{""endurance"":4,""healing"":2,""intelligence"":4,""persuasion"":5,""wisdom"":3,""stealth"":7,""deception"":7,""knowledge"":4,""fighting"":5,""agility"":7,""awareness"":6,""influence"":4,""animal_handling"":3,""athletics"":5,""will"":3,""crafting"":4,""thievery"":7,""entertaining"":4,""survival"":4,""marksmanship"":4}",TRUE
royal,Royal,👑,A member of the ruling family.,classes/Class_Overview_royal.png,,noble,5000,marshal,"{""influence"":5,""persuasion"":4,""awareness"":3}","{""wisdom"":5,""fighting"":3,""healing"":2,""deception"":5,""athletics"":3,""intelligence"":5,""persuasion"":9,""agility"":3,""influence"":9,""stealth"":2,""knowledge"":6,""endurance"":3,""marksmanship"":2,""survival"":2,""thievery"":2,""entertaining"":5,""crafting"":3,""will"":5,""animal_handling"":4,""awareness"":5}",TRUE
royalguard,Royalguard,🛡️,An elite protector of royalty.,classes/Class_Overview_royalguard.png,,knight,3000,marshal;paladin,"{""fighting"":6,""awareness"":4,""influence"":2}","{""agility"":6,""healing"":3,""animal_handling"":5,""wisdom"":4,""endurance"":7,""thievery"":2,""intelligence"":3,""survival"":3,""deception"":3,""athletics"":7,""stealth"":2,""influence"":5,""knowledge"":4,""fighting"":8,""marksmanship"":5,""entertaining"":2,""awareness"":6,""persuasion"":5,""crafting"":4,""will"":6}",TRUE
sage,Sage,📖,A wise person of great knowledge.,classes/Class_Overview_sage.png,,academic,2000,seer;wizard,"{""intelligence"":4,""wisdom"":3,""knowledge"":5}","{""intelligence"":8,""crafting"":5,""knowledge"":8,""persuasion"":5,""animal_handling"":5,""athletics"":3,""influence"":5,""endurance"":3,""fighting"":2,""agility"":3,""awareness"":6,""wisdom"":8,""marksmanship"":2,""will"":6,""survival"":5,""entertaining"":4,""stealth"":2,""deception"":3,""thievery"":2,""healing"":6}",TRUE
sailor,Sailor,⛵,A crew member of seafaring vessels.,classes/Class_Overview_sailor.png,,,750,pirate;navigator,"{""survival"":2,""athletics"":3,""awareness"":2}","{""healing"":2,""entertaining"":4,""survival"":6,""thievery"":4,""fighting"":4,""endurance"":7,""marksmanship"":4,""awareness"":5,""influence"":3,""wisdom"":2,""crafting"":5,""persuasion"":3,""athletics"":8,""deception"":3,""agility"":6,""animal_handling"":5,""stealth"":3,""intelligence"":2,""will"":2,""knowledge"":2}",TRUE
scholar,Scholar,📚,A dedicated student and researcher.,classes/Class_Overview_scholar.png,,academic,750,sage;academic;lawyer,"{""knowledge"":3,""intelligence"":3}","{""influence"":4,""crafting"":5,""marksmanship"":2,""knowledge"":8,""deception"":4,""fighting"":2,""persuasion"":5,""wisdom"":7,""entertaining"":4,""animal_handling"":4,""stealth"":2,""endurance"":3,""intelligence"":7,""healing"":5,""thievery"":2,""awareness"":6,""survival"":4,""will"":5,""agility"":3,""athletics"":3}",TRUE
scout,Scout,👁️,A reconnaissance specialist.,classes/Class_Overview_scout.png,,ranger,1000,ranger;spy,"{""awareness"":4,""agility"":2,""survival"":3}","{""influence"":2,""crafting"":3,""intelligence"":3,""endurance"":5,""deception"":4,""agility"":7,""will"":3,""animal_handling"":5,""healing"":2,""thievery"":3,""athletics"":6,""persuasion"":3,""fighting"":4,""wisdom"":3,""marksmanship"":5,""stealth"":7,""survival"":7,""knowledge"":3,""awareness"":8,""entertaining"":2}",TRUE
seer,Seer,🔮,One who perceives the future.,classes/Class_Overview_seer.png,,witch;hedgemage;nun;monk;conartist,2000,thaumaturge;shaman,"{""will"":3,""awareness"":4,""intelligence"":4}","{""wisdom"":8,""awareness"":7,""animal_handling"":4,""thievery"":2,""healing"":4,""will"":8,""crafting"":4,""athletics"":3,""stealth"":3,""persuasion"":4,""influence"":4,""knowledge"":7,""fighting"":2,""entertaining"":4,""intelligence"":6,""endurance"":3,""survival"":4,""agility"":3,""marksmanship"":2,""deception"":4}",TRUE
sentinel,Sentinel,🗼,A vigilant guard and watcher.,classes/Class_Overview_sentinel.png,,guard;soldier;warrior;knight;squire,1000,warden;royalguard,"{""fighting"":3,""awareness"":4}","{""knowledge"":2,""marksmanship"":4,""deception"":3,""intelligence"":2,""will"":5,""crafting"":3,""influence"":4,""thievery"":2,""survival"":3,""endurance"":6,""awareness"":6,""fighting"":6,""agility"":5,""animal_handling"":3,""entertaining"":2,""athletics"":6,""wisdom"":4,""stealth"":3,""healing"":3,""persuasion"":4}",TRUE
servant,Servant,🧹,One who serves a master.,classes/Class_Overview_servant.png,,,0,steward;courtesan;spy,{},"{""stealth"":3,""thievery"":2,""survival"":3,""awareness"":4,""intelligence"":3,""agility"":3,""knowledge"":3,""deception"":4,""endurance"":4,""marksmanship"":2,""animal_handling"":4,""fighting"":2,""athletics"":4,""wisdom"":3,""crafting"":5,""influence"":3,""persuasion"":4,""entertaining"":3,""healing"":3,""will"":2}",TRUE
shadowmage,Shadowmage,🌑,A mage who wields shadow magic.,classes/Class_Overview_shadowmage.png,,mage,2500,necromancer;assassin,"{""will"":5,""intelligence"":5,""knowledge"":3}","{""survival"":3,""agility"":3,""stealth"":5,""endurance"":3,""persuasion"":4,""entertaining"":4,""marksmanship"":2,""crafting"":4,""intelligence"":7,""deception"":6,""thievery"":3,""influence"":4,""awareness"":6,""will"":8,""healing"":3,""wisdom"":6,""knowledge"":7,""athletics"":3,""animal_handling"":3,""fighting"":2}",TRUE
shaman,Shaman,🪶,A spiritual leader with nature magic.,classes/Class_Overview_shaman.png,,,1500,druid;witch,"{""will"":3,""survival"":2,""knowledge"":2}","{""intelligence"":5,""knowledge"":6,""stealth"":4,""will"":7,""athletics"":4,""awareness"":6,""fighting"":3,""influence"":4,""animal_handling"":7,""survival"":7,""endurance"":5,""crafting"":4,""thievery"":2,""deception"":3,""entertaining"":4,""wisdom"":8,""marksmanship"":3,""agility"":3,""healing"":6,""persuasion"":4}",TRUE
sheriff,Sheriff,⭐,A law enforcement officer.,classes/Class_Overview_sheriff.png,,bailiff;guard;noble,1500,marshal;interrogator,"{""awareness"":2,""influence"":3,""fighting"":3}","{""deception"":4,""agility"":5,""knowledge"":4,""athletics"":5,""fighting"":5,""wisdom"":4,""animal_handling"":4,""crafting"":3,""marksmanship"":4,""will"":4,""entertaining"":2,""survival"":3,""persuasion"":6,""thievery"":2,""stealth"":3,""awareness"":6,""healing"":2,""influence"":6,""endurance"":5,""intelligence"":3}",TRUE
slave,Slave,⛓️,One bound in servitude.,classes/Class_Overview_slave.png,,,0,servant;gladiator;peasant,{},"{""marksmanship"":2,""intelligence"":2,""agility"":4,""survival"":4,""crafting"":4,""persuasion"":2,""awareness"":4,""thievery"":2,""deception"":3,""knowledge"":2,""entertaining"":2,""endurance"":6,""stealth"":3,""animal_handling"":4,""influence"":2,""fighting"":4,""healing"":2,""athletics"":5,""will"":2,""wisdom"":2}",TRUE
smith,Smith,🔨,A worker of metal and forge.,classes/Class_Overview_smith.png,,craftsman,1000,artisan;engineer,"{""endurance"":2,""crafting"":4}","{""influence"":3,""endurance"":8,""crafting"":9,""intelligence"":4,""healing"":2,""agility"":4,""animal_handling"":3,""athletics"":8,""persuasion"":3,""stealth"":2,""deception"":2,""survival"":3,""marksmanship"":2,""fighting"":5,""awareness"":4,""knowledge"":4,""thievery"":2,""wisdom"":3,""will"":4,""entertaining"":2}",TRUE
smuggler,Smuggler,📦,A trader in illegal goods.,classes/Class_Overview_smuggler.png,,rogue;boatman;coachman;merchant,1000,merchant;pirate,"{""stealth"":3,""deception"":2}","{""survival"":4,""fighting"":4,""crafting"":4,""endurance"":5,""athletics"":5,""entertaining"":3,""agility"":6,""stealth"":6,""healing"":2,""awareness"":6,""animal_handling"":4,""intelligence"":4,""knowledge"":4,""persuasion"":5,""wisdom"":3,""will"":3,""marksmanship"":4,""thievery"":5,""deception"":7,""influence"":4}",TRUE
soldier,Soldier,⚔️,A trained military combatant.,classes/Class_Overview_soldier.png,,,500,mercenary;guard;spearman,"{""fighting"":3,""endurance"":2}","{""wisdom"":3,""endurance"":6,""awareness"":5,""entertaining"":2,""crafting"":3,""animal_handling"":4,""thievery"":2,""athletics"":6,""will"":4,""intelligence"":2,""persuasion"":3,""fighting"":6,""deception"":3,""influence"":3,""survival"":4,""marksmanship"":5,""stealth"":3,""healing"":3,""agility"":6,""knowledge"":2}",TRUE
sorcerer,Sorcerer,✨,A mage with innate magical ability.,classes/Class_Overview_sorcerer.png,,mage,2000,wizard;warlock,"{""will"":4,""intelligence"":4}","{""persuasion"":5,""survival"":3,""entertaining"":4,""crafting"":4,""endurance"":3,""intelligence"":7,""agility"":3,""wisdom"":6,""awareness"":6,""knowledge"":7,""healing"":4,""animal_handling"":4,""deception"":5,""influence"":4,""will"":8,""athletics"":3,""marksmanship"":2,""fighting"":2,""stealth"":3,""thievery"":2}",TRUE
spearman,Spearman,🔱,A soldier armed with a spear.,classes/Class_Overview_spearman.png,,,750,soldier;cavalry,"{""fighting"":3,""athletics"":2}","{""survival"":4,""healing"":3,""persuasion"":2,""agility"":6,""animal_handling"":4,""knowledge"":2,""wisdom"":2,""crafting"":3,""thievery"":2,""will"":3,""athletics"":6,""deception"":2,""awareness"":5,""endurance"":6,""fighting"":6,""influence"":2,""stealth"":2,""intelligence"":2,""marksmanship"":4,""entertaining"":2}",TRUE
spellmonger,Spellmonger,📜,A dealer in magical services.,classes/Class_Overview_spellmonger.png,,mage,1000,merchant,"{""intelligence"":3,""persuasion"":3}","{""healing"":4,""fighting"":2,""will"":5,""knowledge"":6,""endurance"":3,""intelligence"":6,""stealth"":2,""awareness"":5,""animal_handling"":3,""deception"":5,""athletics"":3,""persuasion"":6,""crafting"":5,""thievery"":2,""entertaining"":4,""wisdom"":5,""agility"":3,""survival"":3,""influence"":5,""marksmanship"":2}",TRUE
spy,Spy,🕵️,A gatherer of secret information.,classes/Class_Overview_spy.png,,whisperer;rogue,1500,assassin;whisperer,"{""awareness"":3,""stealth"":3,""deception"":3}","{""knowledge"":5,""survival"":4,""entertaining"":4,""athletics"":5,""stealth"":7,""crafting"":4,""intelligence"":5,""deception"":8,""thievery"":5,""awareness"":7,""influence"":5,""marksmanship"":4,""fighting"":4,""animal_handling"":4,""persuasion"":6,""agility"":6,""healing"":2,""will"":4,""wisdom"":4,""endurance"":4}",TRUE
squire,Squire,🛡️,A knight in training.,classes/Class_Overview_squire.png,,,1000,knight;cavalry,"{""fighting"":3,""agility"":2}","{""knowledge"":3,""fighting"":5,""stealth"":2,""deception"":2,""healing"":3,""agility"":5,""survival"":3,""influence"":4,""intelligence"":3,""athletics"":5,""endurance"":5,""thievery"":2,""animal_handling"":5,""persuasion"":4,""entertaining"":2,""crafting"":4,""wisdom"":3,""marksmanship"":4,""awareness"":4,""will"":3}",TRUE
steward,Steward,🏠,A manager of a noble household.,classes/Class_Overview_steward.png,,castellan,1000,castellan;advisor,"{""awareness"":2,""influence"":3,""knowledge"":2}","{""endurance"":4,""influence"":6,""survival"":3,""marksmanship"":2,""wisdom"":4,""persuasion"":6,""fighting"":2,""deception"":4,""stealth"":2,""animal_handling"":4,""knowledge"":6,""athletics"":4,""intelligence"":5,""crafting"":5,""agility"":4,""entertaining"":3,""thievery"":2,""awareness"":5,""will"":3,""healing"":2}",TRUE
student,Student,📖,One who studies under a teacher.,classes/Class_Overview_student.png,,,0,scholar;apprentice;acolyte,{},"{""knowledge"":6,""endurance"":3,""wisdom"":5,""influence"":3,""thievery"":2,""athletics"":3,""agility"":3,""crafting"":4,""healing"":4,""awareness"":4,""marksmanship"":2,""entertaining"":3,""persuasion"":4,""survival"":3,""will"":4,""animal_handling"":3,""deception"":4,""stealth"":2,""intelligence"":5,""fighting"":2}",TRUE
swordmaster,Swordmaster,⚔️,An expert in sword combat.,classes/Class_Overview_swordmaster.png,,duelist,2500,royalguard;marshal,"{""agility"":4,""fighting"":6}","{""healing"":3,""intelligence"":4,""marksmanship"":4,""persuasion"":4,""wisdom"":3,""deception"":4,""thievery"":2,""stealth"":3,""endurance"":6,""knowledge"":4,""entertaining"":3,""influence"":3,""will"":5,""agility"":9,""crafting"":4,""survival"":3,""athletics"":7,""fighting"":9,""awareness"":6,""animal_handling"":4}",TRUE
swornsword,Swornsword,⚔️,A sellsword bound by oath.,classes/Class_Overview_swornsword.png,,mercenary,1500,knight;assassin,"{""will"":2,""fighting"":4}","{""influence"":3,""endurance"":6,""healing"":3,""agility"":7,""fighting"":8,""entertaining"":2,""thievery"":2,""awareness"":5,""wisdom"":3,""crafting"":3,""knowledge"":2,""athletics"":7,""intelligence"":2,""will"":4,""animal_handling"":4,""persuasion"":4,""deception"":4,""stealth"":3,""marksmanship"":5,""survival"":4}",TRUE
tavernhelp,Tavernhelp,🍺,A worker at a tavern or inn.,classes/Class_Overview_tavernhelp.png,,,300,entertainer;spy,{},"{""survival"":3,""marksmanship"":2,""healing"":2,""deception"":4,""intelligence"":2,""crafting"":4,""fighting"":2,""agility"":4,""wisdom"":2,""athletics"":5,""persuasion"":4,""stealth"":3,""awareness"":4,""knowledge"":2,""influence"":3,""entertaining"":4,""thievery"":2,""endurance"":5,""animal_handling"":3,""will"":2}",TRUE
thaumaturge,Thaumaturge,✨,A worker of miracles and wonders.,classes/Class_Overview_thaumaturge.png,,mage,2500,seer;sage,"{""knowledge"":4,""will"":5,""intelligence"":5}","{""intelligence"":7,""will"":8,""wisdom"":7,""fighting"":2,""animal_handling"":4,""deception"":4,""persuasion"":4,""crafting"":5,""healing"":5,""awareness"":6,""endurance"":3,""knowledge"":8,""entertaining"":4,""agility"":3,""athletics"":3,""thievery"":2,""survival"":3,""stealth"":3,""marksmanship"":2,""influence"":4}",TRUE
thief,Thief,💰,A stealer of property.,classes/Class_Overview_thief.png,,rogue,500,burglar;cutpurse;fence,"{""stealth"":3,""thievery"":2}","{""thievery"":8,""awareness"":6,""crafting"":4,""endurance"":3,""athletics"":4,""entertaining"":4,""intelligence"":4,""wisdom"":3,""persuasion"":4,""deception"":7,""will"":3,""knowledge"":4,""agility"":6,""healing"":2,""stealth"":8,""survival"":3,""fighting"":3,""animal_handling"":3,""marksmanship"":3,""influence"":3}",TRUE
tribesman,Tribesman,🏹,A member of a tribal society.,classes/Class_Overview_tribesman.png,,,0,hunter;barbarian;shaman,{},"{""stealth"":5,""agility"":6,""fighting"":6,""marksmanship"":6,""knowledge"":2,""influence"":3,""survival"":8,""wisdom"":4,""athletics"":7,""will"":4,""intelligence"":2,""animal_handling"":6,""healing"":4,""thievery"":3,""persuasion"":3,""deception"":3,""crafting"":4,""entertaining"":3,""awareness"":6,""endurance"":7}",TRUE
villager,Villager,🏘️,A resident of a village.,classes/Class_Overview_villager.png,,,0,craftsman;merchant;guard,{},"{""athletics"":5,""survival"":4,""endurance"":5,""agility"":4,""healing"":3,""entertaining"":3,""intelligence"":3,""animal_handling"":5,""marksmanship"":3,""wisdom"":3,""crafting"":5,""persuasion"":3,""fighting"":3,""deception"":3,""influence"":3,""awareness"":4,""will"":2,""thievery"":2,""knowledge"":3,""stealth"":3}",TRUE
warden,Warden,🛡️,A guardian and protector.,classes/Class_Overview_warden.png,,ranger;sentinel;knight,2000,marshal;paladin,{},"{""deception"":3,""athletics"":6,""marksmanship"":5,""fighting"":6,""animal_handling"":5,""thievery"":2,""agility"":5,""stealth"":3,""endurance"":6,""healing"":3,""entertaining"":2,""knowledge"":4,""persuasion"":5,""awareness"":6,""influence"":5,""crafting"":4,""intelligence"":3,""will"":5,""survival"":5,""wisdom"":4}",TRUE
warlock,Warlock,😈,A mage who made a dark pact.,classes/Class_Overview_warlock.png,,mage,2500,necromancer;shadowmage,"{""intelligence"":4,""knowledge"":3,""will"":5}","{""influence"":4,""athletics"":3,""persuasion"":4,""knowledge"":6,""awareness"":5,""agility"":3,""entertaining"":4,""crafting"":4,""stealth"":4,""animal_handling"":3,""thievery"":3,""will"":9,""deception"":6,""healing"":3,""fighting"":2,""survival"":3,""endurance"":3,""intelligence"":6,""wisdom"":6,""marksmanship"":2}",TRUE
warmage,Warmage,🔥,A mage specialized in battle magic.,classes/Class_Overview_warmage.png,,mage,2500,footwizard;marshal,"{""fighting"":3,""knowledge"":4,""intelligence"":5}","{""deception"":4,""healing"":4,""animal_handling"":3,""knowledge"":7,""wisdom"":5,""agility"":4,""athletics"":5,""marksmanship"":5,""survival"":4,""crafting"":4,""influence"":3,""stealth"":3,""intelligence"":7,""endurance"":5,""fighting"":6,""thievery"":2,""entertaining"":3,""persuasion"":3,""will"":7,""awareness"":6}",TRUE
